Ukazatel,IndicatorType,Druh PHM,CENPHM1,Měsíce,CasM,Území,Uz0,Hodnota
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2020,2020-08,Česko,CZ,12.27
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2020,2020-09,Česko,CZ,12.22
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2020,2020-10,Česko,CZ,12.23
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2020,2020-11,Česko,CZ,12.36
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2020,2020-12,Česko,CZ,12.63
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2021,2021-01,Česko,CZ,12.65
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2021,2021-02,Česko,CZ,13.03
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2021,2021-03,Česko,CZ,13.88
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2021,2021-04,Česko,CZ,14.11
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2021,2021-05,Česko,CZ,13.85
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2021,2021-06,Česko,CZ,13.68
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2021,2021-07,Česko,CZ,13.94
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2021,2021-08,Česko,CZ,14.78
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2021,2021-09,Česko,CZ,15.41
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2021,2021-10,Česko,CZ,16.79
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2021,2021-11,Česko,CZ,16.18
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2021,2021-12,Česko,CZ,15.58
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2022,2022-01,Česko,CZ,16.96
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2022,2022-02,Česko,CZ,16.63
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2022,2022-03,Česko,CZ,21.53
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2022,2022-04,Česko,CZ,21.61
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2022,2022-05,Česko,CZ,20.48
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2022,2022-06,Česko,CZ,19.72
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2022,2022-07,Česko,CZ,19.38
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2022,2022-08,Česko,CZ,18.61
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2022,2022-09,Česko,CZ,18.43
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2022,2022-10,Česko,CZ,18.04
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2022,2022-11,Česko,CZ,17.74
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2022,2022-12,Česko,CZ,17.29
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2023,2023-01,Česko,CZ,16.84
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2023,2023-02,Česko,CZ,16.67
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2023,2023-03,Česko,CZ,16.67
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2023,2023-04,Česko,CZ,16.37
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2023,2023-05,Česko,CZ,15.61
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2023,2023-06,Česko,CZ,15.16
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2023,2023-07,Česko,CZ,14.88
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2023,2023-08,Česko,CZ,14.76
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2023,2023-09,Česko,CZ,15.23
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2023,2023-10,Česko,CZ,15.61
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2023,2023-11,Česko,CZ,15.73
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2023,2023-12,Česko,CZ,15.8
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2024,2024-01,Česko,CZ,16.43
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2024,2024-02,Česko,CZ,16.83
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2024,2024-03,Česko,CZ,17.14
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2024,2024-04,Česko,CZ,17.41
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2024,2024-05,Česko,CZ,17.35
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2024,2024-06,Česko,CZ,17.25
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2024,2024-07,Česko,CZ,17.09
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2024,2024-08,Česko,CZ,17.03
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2024,2024-09,Česko,CZ,17.05
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2024,2024-10,Česko,CZ,17.07
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2024,2024-11,Česko,CZ,17.42
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2024,2024-12,Česko,CZ,17.76
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2025,2025-01,Česko,CZ,17.87
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2025,2025-02,Česko,CZ,18.15
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2025,2025-03,Česko,CZ,18.15
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2025,2025-04,Česko,CZ,18.03
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2025,2025-05,Česko,CZ,17.93
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2025,2025-06,Česko,CZ,17.76
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2025,2025-07,Česko,CZ,17.43
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2025,2025-08,Česko,CZ,17.06
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2025,2025-09,Česko,CZ,16.93
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2025,2025-10,Česko,CZ,16.83
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2025,2025-11,Česko,CZ,16.69
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2025,2025-12,Česko,CZ,16.64
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,leden 2024,2024-01,Česko,CZ,36.05
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,únor 2024,2024-02,Česko,CZ,35.1
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,březen 2024,2024-03,Česko,CZ,35.01
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,duben 2024,2024-04,Česko,CZ,35.36
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,květen 2024,2024-05,Česko,CZ,35.93
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,červen 2024,2024-06,Česko,CZ,36.03
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,červenec 2024,2024-07,Česko,CZ,36.13
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,srpen 2024,2024-08,Česko,CZ,36.86
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,září 2024,2024-09,Česko,CZ,38.57
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,říjen 2024,2024-10,Česko,CZ,38.75
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,listopad 2024,2024-11,Česko,CZ,38.86
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,prosinec 2024,2024-12,Česko,CZ,39.21
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,leden 2025,2025-01,Česko,CZ,39.41
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,únor 2025,2025-02,Česko,CZ,40.57
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,březen 2025,2025-03,Česko,CZ,41.09
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,duben 2025,2025-04,Česko,CZ,41.06
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,květen 2025,2025-05,Česko,CZ,40.62
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,červen 2025,2025-06,Česko,CZ,40.17
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,červenec 2025,2025-07,Česko,CZ,39.6
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,srpen 2025,2025-08,Česko,CZ,38.89
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,září 2025,2025-09,Česko,CZ,38.77
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,říjen 2025,2025-10,Česko,CZ,38.42
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,listopad 2025,2025-11,Česko,CZ,38.41
Průměrná cena pohonných hmot,6621,Stlačený zemní plyn - CNG [Kč/kg],722302,prosinec 2025,2025-12,Česko,CZ,38.31
